利润率,记录数,制造商,产品名称,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 Id,订单日期,邮寄方式,销售额
5%,1,Enermax,"Enermax 闪存驱动器, 实惠",￥12,2016/5/10,中国,中南,忻州,配件,宋良,40%,2,湖北,技术,公司,CN-2016-5792032,2016/5/6,二级,￥233
-55%,1,Office Star,"Office Star 折叠椅, 黑色",-￥275,2015/1/10,中国,华东,常州,椅子,钟松,40%,2,江苏,家具,公司,US-2015-5510381,2015/1/5,标准级,￥500
-215%,1,Sanford,"Sanford 铅笔刀, 金属",-￥272,2015/1/10,中国,华东,常州,美术,钟松,80%,5,江苏,办公用品,公司,US-2015-5510381,2015/1/5,标准级,￥126
8%,1,施乐,"施乐 信纸, 回收",￥50,2015/1/10,中国,华东,常州,纸张,钟松,0%,3,江苏,办公用品,公司,US-2015-5510381,2015/1/5,标准级,￥628
35%,1,Advantus,"Advantus 闹钟, 一包多件",￥252,2016/5/11,中国,东北,青冈,用具,陶巧,0%,3,黑龙江,家具,消费者,CN-2016-5250870,2016/5/6,标准级,￥720
47%,1,SanDisk,"SanDisk 记忆卡, 回收",￥483,2017/5/23,中国,中南,台城,配件,洪光,0%,2,广东,技术,公司,US-2017-1172542,2017/5/22,当日,"￥1,029"
23%,1,Sauder,"Sauder 书架, 金属",￥314,2017/9/11,中国,中南,深圳,书架,邵绅,0%,2,广东,家具,消费者,CN-2017-4448783,2017/9/7,二级,"￥1,365"
20%,1,Novimex,"Novimex 合法证物标签, 耐用",￥60,2016/11/28,中国,华东,滕州,标签,佘凤,0%,6,山东,办公用品,公司,US-2016-1973789,2016/11/25,一级,￥304
1%,1,Cameo,"Cameo 搭扣信封, 回收",￥2,2017/2/21,中国,中南,浯溪,信封,曹达侠,0%,6,湖南,办公用品,小型企业,CN-2017-4490778,2017/2/17,二级,￥233
37%,1,Rubbermaid,"Rubvermaid 门挡, 一包多件",￥378,2017/1/22,中国,中南,桂林,用具,曹伟,0%,5,广西,家具,消费者,CN-2017-2295401,2017/1/17,标准级,"￥1,023"
37%,1,Hoover,"Hoover 搅拌机, 白色",￥329,2017/1/22,中国,中南,桂林,器具,曹伟,0%,2,广西,办公用品,消费者,CN-2017-2295401,2017/1/17,标准级,￥890
22%,1,Hewlett,"Hewlett 无线传真机, 红色","￥1,165",2015/12/25,中国,中南,开封,复印机,曹冬露,0%,3,河南,技术,消费者,CN-2015-2033462,2015/12/21,标准级,"￥5,297"
1%,1,三星,"三星 信号增强器, 蓝色",￥13,2015/12/25,中国,中南,开封,电话,曹冬露,0%,2,河南,技术,消费者,CN-2015-2033462,2015/12/21,标准级,"￥1,275"
14%,1,Acco,"Acco 装订机盖, 耐用",￥29,2015/12/25,中国,中南,开封,装订机,曹冬露,0%,3,河南,办公用品,消费者,CN-2015-2033462,2015/12/21,标准级,￥207
18%,1,Tenex,"Tenex 分层置放架, 耐用",￥130,2015/12/25,中国,中南,开封,用具,曹冬露,0%,7,河南,家具,消费者,CN-2015-2033462,2015/12/21,标准级,￥727
-55%,1,Acme,"Acme 剪刀, 锯齿状",-￥137,2017/11/11,中国,中南,忻州,用品,顾莲,40%,4,湖北,办公用品,小型企业,CN-2017-3868597,2017/11/9,一级,￥248
17%,1,Ibico,"Ibico 装订机盖, 透明",￥21,2017/12/27,中国,东北,汪清,装订机,汤欢悦,0%,2,吉林,办公用品,消费者,CN-2017-4713954,2017/12/23,二级,￥122
-15%,1,Advantus,"Advantus 闹钟, 优质",-￥42,2015/8/23,中国,华北,包头,用具,曹丽娜,40%,2,内蒙古,家具,消费者,CN-2015-5022660,2015/8/21,二级,￥280
39%,1,Fellowes,"Fellowes 锁柜, 单宽度",￥377,2015/8/23,中国,华北,包头,收纳具,曹丽娜,0%,1,内蒙古,办公用品,消费者,CN-2015-5022660,2015/8/21,二级,￥968
20%,1,Hewlett,"Hewlett 传真复印机, 每套两件",￥720,2014/9/18,中国,中南,洛阳,复印机,邱德,0%,4,广东,技术,小型企业,CN-2014-3924364,2014/9/14,标准级,"￥3,600"
-5%,1,Novimex,"Novimex 扶手椅, 可调",-￥775,2016/1/19,中国,华东,常州,椅子,沈婷,40%,12,江苏,家具,消费者,US-2016-1761745,2016/1/17,一级,"￥15,471"
-52%,1,Safco,"Safco 柜, 黑色",-￥493,2016/1/19,中国,华东,常州,书架,沈婷,40%,2,江苏,家具,消费者,US-2016-1761745,2016/1/17,一级,￥953
29%,1,Harbour Creations,"Harbour Creations 摇椅, 每套两件",￥544,2017/9/24,中国,中南,化州,椅子,孙诚,10%,3,广东,家具,消费者,US-2017-2045726,2017/9/18,标准级,"￥1,882"
4%,1,Enermax,"Enermax 令, 优质",￥41,2017/9/24,中国,中南,化州,纸张,孙诚,0%,8,广东,办公用品,消费者,US-2017-2045726,2017/9/18,标准级,"￥1,063"
21%,1,Enermax,"Enermax 闪存驱动器, 可编程",￥548,2014/5/6,中国,中南,惠城,配件,陈爽,0%,13,广东,技术,小型企业,CN-2014-2558996,2014/5/4,二级,"￥2,610"
29%,1,Harbour Creations,"Harbour Creations 摇椅, 每套两件",￥181,2014/5/6,中国,中南,惠城,椅子,陈爽,10%,1,广东,家具,小型企业,CN-2014-2558996,2014/5/4,二级,￥627
41%,1,Safco,"SAFCO 扶手椅, 每套两件","￥3,202",2014/5/6,中国,中南,惠城,椅子,陈爽,10%,4,广东,家具,小型企业,CN-2014-2558996,2014/5/4,二级,"￥7,790"
2%,1,宜家,"宜家 书架, 白色",￥46,2014/5/6,中国,中南,惠城,书架,陈爽,0%,4,广东,家具,小型企业,CN-2014-2558996,2014/5/4,二级,"￥2,335"
32%,1,Stockwell,"Stockwell 订书钉, 整包",￥47,2014/5/6,中国,中南,惠城,系固件,陈爽,0%,3,广东,办公用品,小型企业,CN-2014-2558996,2014/5/4,二级,￥146
48%,1,Eaton,"Eaton 羊皮纸, 优质",￥60,2015/12/31,中国,华东,德州,纸张,薛光,0%,2,山东,办公用品,消费者,CN-2015-1017090,2015/12/27,标准级,￥126
50%,1,Tenex,"Tenex 锁柜, 蓝色","￥2,381",2017/4/1,中国,中南,武汉,收纳具,巩虢,0%,5,湖北,办公用品,公司,CN-2017-5929986,2017/3/30,二级,"￥4,764"
-42%,1,夏普,"夏普 个人复印机, 数字化",-￥419,2017/4/1,中国,中南,武汉,复印机,巩虢,40%,3,湖北,技术,公司,CN-2017-5929986,2017/3/30,二级,"￥1,005"
50%,1,GlobeWeis,"GlobeWeis 外皮和封条, 银色",￥277,2017/4/1,中国,中南,武汉,信封,巩虢,0%,5,湖北,办公用品,公司,CN-2017-5929986,2017/3/30,二级,￥555
-2%,1,KitchenAid,"KitchenAid 搅拌机, 红色",-￥32,2017/4/1,中国,中南,武汉,器具,巩虢,40%,7,湖北,办公用品,公司,CN-2017-5929986,2017/3/30,二级,"￥1,937"
9%,1,施乐,"施乐 令, 回收",￥55,2017/6/15,中国,华东,聊城,纸张,邢柏,0%,5,山东,办公用品,小型企业,CN-2017-3693425,2017/6/11,标准级,￥613
-33%,1,思科,"思科 智能手机, 整包",-￥129,2014/7/28,中国,华北,牙克石,电话,姚凤,40%,1,内蒙古,技术,消费者,CN-2014-1730893,2014/7/27,一级,￥388
6%,1,Smead,"Smead 合法证物标签, 耐用",￥18,2015/12/30,中国,华东,仪征,标签,侯虹,0%,6,江苏,办公用品,公司,CN-2015-3069391,2015/12/25,二级,￥322
9%,1,Cameo,"Cameo 马尼拉纸信封, 红色",￥89,2016/9/10,中国,中南,应城,信封,范彩,0%,7,湖北,办公用品,公司,CN-2016-3643443,2016/9/9,一级,￥998
-7%,1,思科,"思科 耳机, 全尺寸",-￥84,2016/9/10,中国,中南,应城,电话,范彩,40%,5,湖北,技术,公司,CN-2016-3643443,2016/9/9,一级,"￥1,256"
28%,1,Kraft,"Kraft 局间信封, 回收",￥119,2017/3/25,中国,中南,广州,信封,戴康,0%,2,广东,办公用品,消费者,CN-2017-3807036,2017/3/21,标准级,￥427
2%,1,Hewlett,"Hewlett 墨水, 红色",￥20,2014/5/23,中国,华东,兴化,复印机,林凤,40%,3,江苏,技术,消费者,CN-2014-2381293,2014/5/23,当日,"￥1,234"
-42%,1,Safco,"SAFCO 折叠椅, 每套两件",-￥411,2014/5/23,中国,华东,兴化,椅子,林凤,40%,4,江苏,家具,消费者,CN-2014-2381293,2014/5/23,当日,￥985
10%,1,三星,"三星 耳机, 蓝色",￥205,2017/7/26,中国,华东,莆田,电话,贺婉,0%,6,福建,技术,公司,CN-2017-3350819,2017/7/20,标准级,"￥2,050"
34%,1,Novimex,"Novimex 椅垫, 红色",￥268,2017/7/26,中国,华东,莆田,椅子,贺婉,0%,3,福建,家具,公司,CN-2017-3350819,2017/7/20,标准级,￥789
41%,1,Harbour Creations,"Harbour Creations 圆形标签, 红色",￥37,2015/11/3,中国,中南,黄梅,标签,贺锦,0%,3,湖北,办公用品,消费者,CN-2015-4247811,2015/11/1,一级,￥92
-22%,1,罗技,"罗技 路由器, 回收",-￥446,2015/11/3,中国,中南,黄梅,配件,贺锦,40%,3,湖北,技术,消费者,CN-2015-4247811,2015/11/1,一级,"￥2,059"
-5%,1,苹果,"苹果 信号增强器, 混合尺寸",-￥137,2015/11/3,中国,中南,黄梅,电话,贺锦,40%,7,湖北,技术,消费者,CN-2015-4247811,2015/11/1,一级,"￥2,734"
22%,1,Avery,"Avery 有色标签, 耐用",￥28,2015/11/3,中国,中南,黄梅,标签,贺锦,0%,2,湖北,办公用品,消费者,CN-2015-4247811,2015/11/1,一级,￥128
-28%,1,Office Star,"Office Star 沙滩椅, 可调",-￥276,2015/11/3,中国,中南,黄梅,椅子,贺锦,40%,6,湖北,家具,消费者,CN-2015-4247811,2015/11/1,一级,￥973
-37%,1,Brother,"Brother 无线传真机, 红色","-￥1,161",2015/11/3,中国,中南,黄梅,复印机,贺锦,40%,3,湖北,技术,消费者,CN-2015-4247811,2015/11/1,一级,"￥3,167"
-240%,1,Stanley,"Stanley 铅笔刀, 整包",-￥112,2017/10/21,中国,东北,沈阳,美术,田淑芳,80%,2,辽宁,办公用品,消费者,CN-2017-1398732,2017/10/17,标准级,￥47
2%,1,Tenex,"Tenex 搁板, 蓝色",￥10,2017/10/21,中国,东北,沈阳,收纳具,田淑芳,0%,2,辽宁,办公用品,消费者,CN-2017-1398732,2017/10/17,标准级,￥510
3%,1,佳能,"佳能 无线传真机, 每套两件",￥71,2017/10/21,中国,东北,沈阳,复印机,田淑芳,40%,2,辽宁,技术,消费者,CN-2017-1398732,2017/10/17,标准级,"￥2,120"
-52%,1,Accos,"Accos 夹子, 整包",-￥84,2017/6/7,中国,东北,朝阳,系固件,田立,40%,3,辽宁,办公用品,消费者,CN-2017-4850175,2017/6/4,二级,￥163
5%,1,Enermax,"Enermax 闪存驱动器, 实惠",￥12,2016/12/9,中国,西南,成都,配件,戴珑,40%,2,四川,技术,公司,CN-2016-1658434,2016/12/5,标准级,￥233
-33%,1,Chromcraft,"Chromcraft 培训桌, 黑色",-￥689,2018/1/4,中国,华东,杭州,桌子,林青,60%,4,浙江,家具,消费者,US-2017-2658950,2017/12/30,标准级,"￥2,120"
-37%,1,Harbour Creations,"Harbour Creations 沙滩椅, 可调",-￥264,2018/1/4,中国,华东,杭州,椅子,林青,40%,4,浙江,家具,消费者,US-2017-2658950,2017/12/30,标准级,￥718
-37%,1,OIC,"OIC 橡皮筋, 金属",-￥35,2018/1/4,中国,华东,杭州,系固件,林青,40%,2,浙江,办公用品,消费者,US-2017-2658950,2017/12/30,标准级,￥96
29%,1,Jiffy,"Jiffy 局间信封, 每套 50 个",￥188,2014/4/12,中国,西北,西安,信封,马丽,0%,3,陕西,办公用品,消费者,CN-2014-5792032,2014/4/12,当日,￥650
43%,1,Smead,"Smead 搁板, 蓝色",￥196,2016/6/7,中国,华东,温岭,收纳具,程欢悦,0%,2,浙江,办公用品,消费者,CN-2016-3284718,2016/6/4,一级,￥457
42%,1,Ames,"Ames 邮寄品, 银色",￥75,2017/7/7,中国,中南,汕头,信封,常康,0%,1,广东,办公用品,公司,CN-2017-2105676,2017/7/3,标准级,￥179
1%,1,Advantus,"Advantus 橡皮筋, 混合尺寸",￥2,2017/7/7,中国,中南,汕头,系固件,常康,0%,4,广东,办公用品,公司,CN-2017-2105676,2017/7/3,标准级,￥262
39%,1,Smead,"Smead 文件车, 金属",￥928,2017/11/19,中国,中南,郑州,收纳具,常惠英,0%,4,河南,办公用品,消费者,CN-2017-2923559,2017/11/14,标准级,"￥2,379"
8%,1,柯尼卡,"柯尼卡 喷墨打印机, 红色",￥145,2017/9/26,中国,中南,武汉,设备,贺婉,40%,2,湖北,技术,公司,US-2017-5320363,2017/9/22,标准级,"￥1,739"
10%,1,Kleencut,"Kleencut 修剪器, 工业",￥40,2016/11/6,中国,中南,益阳,用品,白立,0%,2,湖南,办公用品,公司,CN-2016-5048976,2016/11/4,二级,￥402
-7%,1,Novimex,"Novimex 折叠椅, 红色",-￥46,2017/3/29,中国,中南,漯河,椅子,巩安,10%,2,河南,家具,小型企业,US-2017-3476099,2017/3/27,二级,￥691
33%,1,Safco,"Safco 搁架, 金属",￥604,2014/11/24,中国,华东,威海,书架,杨诚,0%,2,山东,家具,公司,CN-2014-2265001,2014/11/19,标准级,"￥1,831"
25%,1,Eaton,"Eaton 计划信息表, 多色",￥77,2017/5/18,中国,华北,天津,纸张,韦达侠,0%,3,天津,办公用品,公司,CN-2017-3665640,2017/5/14,标准级,￥308
36%,1,佳能,"佳能 墨水, 每套两件",￥988,2017/5/18,中国,华北,天津,复印机,韦达侠,0%,4,天津,技术,公司,CN-2017-3665640,2017/5/14,标准级,"￥2,747"
32%,1,夏普,"夏普 传真机, 数字化","￥3,086",2017/12/30,中国,华东,宿州,复印机,袁平,0%,7,安徽,技术,公司,CN-2017-3964185,2017/12/24,标准级,"￥9,646"
12%,1,Green Bar,"Green Bar 备忘录便条, 多色",￥72,2015/10/30,中国,东北,沈阳,纸张,付立,0%,7,辽宁,办公用品,消费者,CN-2015-4619981,2015/10/27,二级,￥600
15%,1,Eldon,"Eldon 门挡, 优质",￥163,2015/10/30,中国,东北,沈阳,用具,付立,40%,8,辽宁,家具,消费者,CN-2015-4619981,2015/10/27,二级,"￥1,093"
38%,1,Avery,"Avery 文件夹标签, 耐用",￥118,2014/12/12,中国,中南,株洲,标签,曹娜,0%,7,湖南,办公用品,公司,US-2014-2303851,2014/12/8,标准级,￥311
16%,1,Hamilton Beach,"Hamilton Beach 烤面包机, 银色",￥347,2014/12/12,中国,中南,株洲,器具,曹娜,0%,8,湖南,办公用品,公司,US-2014-2303851,2014/12/8,标准级,"￥2,175"
17%,1,Advantus,"Advantus 门挡, 黑色",￥36,2014/12/12,中国,中南,株洲,用具,曹娜,0%,1,湖南,家具,公司,US-2014-2303851,2014/12/8,标准级,￥210
47%,1,Jiffy,"Jiffy 外皮和封条, 银色",￥246,2014/12/12,中国,中南,株洲,信封,曹娜,0%,5,湖南,办公用品,公司,US-2014-2303851,2014/12/8,标准级,￥523
31%,1,诺基亚,"诺基亚 办公室电话机, 全尺寸",￥864,2014/12/12,中国,中南,株洲,电话,曹娜,0%,9,湖南,技术,公司,US-2014-2303851,2014/12/8,标准级,"￥2,790"
32%,1,Kraft,"Kraft 商业信封, 回收",￥113,2014/12/12,中国,中南,株洲,信封,曹娜,0%,5,湖南,办公用品,公司,US-2014-2303851,2014/12/8,标准级,￥356
11%,1,罗技,"罗技 记忆卡, 可编程",￥108,2017/9/24,中国,东北,哈尔滨,配件,柯巧,0%,2,黑龙江,技术,小型企业,CN-2017-4888622,2017/9/21,二级,￥979
13%,1,贝尔金,"贝尔金 闪存驱动器, 实惠",￥25,2014/10/12,中国,中南,洛阳,配件,叶柏,0%,1,广东,技术,公司,CN-2014-3581176,2014/10/6,标准级,￥196
19%,1,Elite,"Elite 尺子, 蓝色",￥24,2014/10/12,中国,中南,洛阳,用品,叶柏,0%,2,广东,办公用品,公司,CN-2014-3581176,2014/10/6,标准级,￥129
31%,1,Kleencut,"Kleencut 剪刀, 锯齿状",￥82,2014/10/12,中国,中南,洛阳,用品,叶柏,0%,3,广东,办公用品,公司,CN-2014-3581176,2014/10/6,标准级,￥266
23%,1,Safco,"SAFCO 扶手椅, 可调","￥2,273",2014/10/12,中国,中南,洛阳,椅子,叶柏,10%,5,广东,家具,公司,CN-2014-3581176,2014/10/6,标准级,"￥9,742"
34%,1,Cardinal,"Cardinal 装订机盖, 透明",￥36,2017/12/14,中国,东北,龙井,装订机,麦虢,0%,2,吉林,办公用品,公司,CN-2017-2548759,2017/12/10,标准级,￥107
6%,1,Smead,"Smead 合法证物标签, 耐用",￥9,2017/11/9,中国,华北,张家口,标签,涂博,0%,3,河北,办公用品,消费者,CN-2017-2075782,2017/11/5,标准级,￥161
10%,1,Memorex,"Memorex 键盘, 实惠",￥40,2016/10/7,中国,中南,武汉,配件,谭珊,40%,2,湖北,技术,消费者,US-2016-4033000,2016/10/5,二级,￥400
-400%,1,BIC,"BIC 荧光笔, 整包",-￥72,2016/10/7,中国,中南,武汉,美术,谭珊,80%,1,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,￥18
-58%,1,Avery,"Avery 打孔机, 实惠",-￥91,2016/10/7,中国,中南,武汉,装订机,谭珊,40%,2,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,￥156
21%,1,Novimex,"Novimex 合法证物标签, 可调",￥32,2016/10/7,中国,中南,武汉,标签,谭珊,0%,4,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,￥156
-48%,1,Rubbermaid,"Rubvermaid 相框, 耐用",-￥331,2017/10/9,中国,华东,仪征,用具,邢柏,40%,5,江苏,家具,小型企业,CN-2017-1574908,2017/10/9,当日,￥683
39%,1,Fiskars,"Fiskars 美工刀, 锯齿状",￥234,2016/2/3,中国,中南,浯溪,用品,施平,0%,4,湖南,办公用品,小型企业,CN-2016-2859473,2016/1/30,标准级,￥601
46%,1,Avery,"Avery 孔加固材料, 实惠",￥28,2016/2/3,中国,中南,浯溪,装订机,施平,0%,3,湖南,办公用品,小型企业,CN-2016-2859473,2016/1/30,标准级,￥62
33%,1,冲电器,"冲电器 打印机, 白色",￥822,2015/9/4,中国,华东,邵武,设备,陶磊,0%,2,福建,技术,公司,CN-2015-3095328,2015/9/3,一级,"￥2,491"
-3%,1,Hamilton Beach,"Hamilton Beach 炉灶, 银色",-￥203,2016/1/16,中国,东北,岫岩,器具,钟立,40%,4,辽宁,办公用品,消费者,CN-2016-4725073,2016/1/11,标准级,"￥6,083"
6%,1,Smead,"Smead 搁板, 工业",￥27,2016/1/16,中国,东北,岫岩,收纳具,钟立,0%,2,辽宁,办公用品,消费者,CN-2016-4725073,2016/1/11,标准级,￥461
8%,1,Acco,"Acco 孔加固材料, 透明",￥11,2017/11/3,中国,华北,呼和浩特,装订机,林谙,40%,8,内蒙古,办公用品,小型企业,CN-2017-4619981,2017/10/30,标准级,￥137
-22%,1,Breville,"Breville 炉灶, 黑色","-￥1,362",2017/11/3,中国,华北,呼和浩特,器具,林谙,40%,4,内蒙古,办公用品,小型企业,CN-2017-4619981,2017/10/30,标准级,"￥6,283"
-53%,1,Novimex,"Novimex 摇椅, 黑色",-￥193,2016/3/21,中国,华东,徐州,椅子,唐爽,40%,1,江苏,家具,小型企业,US-2016-3006635,2016/3/19,二级,￥361
35%,1,Advantus,"Advantus 闹钟, 一包多件",￥588,2017/6/19,中国,中南,新乡,用具,袁松,0%,7,河南,家具,消费者,CN-2017-3668469,2017/6/15,标准级,"￥1,681"
1%,1,Cameo,"Cameo 搭扣信封, 回收",￥1,2017/6/19,中国,中南,新乡,信封,袁松,0%,4,河南,办公用品,消费者,CN-2017-3668469,2017/6/15,标准级,￥155
28%,1,宜家,"宜家 古典书架, 白色","￥1,082",2017/6/19,中国,中南,新乡,书架,袁松,0%,2,河南,家具,消费者,CN-2017-3668469,2017/6/15,标准级,"￥3,867"
50%,1,Rogers,"Rogers 盒, 蓝色",￥168,2017/6/19,中国,中南,新乡,收纳具,袁松,0%,3,河南,办公用品,消费者,CN-2017-3668469,2017/6/15,标准级,￥336
-2%,1,Office Star,"Office Star 凳子, 每套两件",-￥17,2017/6/19,中国,中南,新乡,椅子,袁松,10%,1,河南,家具,消费者,CN-2017-3668469,2017/6/15,标准级,￥740
-10%,1,Sanford,"Sanford 钢笔, 整包",-￥60,2017/6/19,中国,中南,新乡,美术,袁松,20%,14,河南,办公用品,消费者,CN-2017-3668469,2017/6/15,标准级,￥594
17%,1,Cameo,"Cameo 外皮和封条, 银色",￥129,2017/6/19,中国,中南,新乡,信封,袁松,0%,7,河南,办公用品,消费者,CN-2017-3668469,2017/6/15,标准级,￥764
17%,1,Hewlett,"Hewlett 个人复印机, 彩色",￥231,2017/6/19,中国,中南,新乡,复印机,袁松,0%,2,河南,技术,消费者,CN-2017-3668469,2017/6/15,标准级,"￥1,360"
5%,1,Sauder,"Sauder 柜, 金属",￥46,2017/9/12,中国,中南,武汉,书架,夏平,40%,2,湖北,家具,消费者,CN-2017-1031662,2017/9/7,标准级,￥930
42%,1,宜家,"宜家 书库, 传统","￥1,424",2015/10/14,中国,华东,厦门,书架,谭君,0%,2,福建,家具,公司,CN-2015-4836537,2015/10/8,标准级,"￥3,392"
45%,1,Wilson Jones,"Wilson Jones 装订机, 透明",￥52,2015/3/6,中国,中南,濮阳,装订机,白忠,0%,2,河南,办公用品,消费者,CN-2015-2130965,2015/3/2,标准级,￥116
12%,1,Advantus,"Advantus 门挡, 耐用",￥165,2015/3/6,中国,中南,濮阳,用具,白忠,0%,7,河南,家具,消费者,CN-2015-2130965,2015/3/2,标准级,"￥1,374"
-48%,1,冲电器,"冲电器 电话, 白色",-￥231,2016/6/29,中国,西南,阆中,设备,肖良,40%,2,四川,技术,消费者,US-2016-3781425,2016/6/24,标准级,￥477
11%,1,Smead,"Smead 文件夹标签, 白色",￥18,2016/6/29,中国,西南,阆中,标签,肖良,0%,4,四川,办公用品,消费者,US-2016-3781425,2016/6/24,标准级,￥166
15%,1,Ames,"Ames 外皮和封条, 每套 50 个",￥91,2015/11/16,中国,东北,延吉,信封,邓秋,0%,7,吉林,办公用品,公司,CN-2015-5093470,2015/11/12,标准级,￥611
36%,1,Boston,"Boston 记号笔, 金属",￥139,2015/7/28,中国,华东,潍坊,美术,肖菊,0%,3,山东,办公用品,公司,CN-2015-5146329,2015/7/23,标准级,￥387
28%,1,Eaton,"Eaton 备忘录便条, 每包 12 个",￥46,2014/10/11,中国,华北,杨村,纸张,佘丽,0%,2,天津,办公用品,消费者,US-2014-3275681,2014/10/7,标准级,￥167
29%,1,Kleencut,"Kleencut 大剪刀, 蓝色",￥63,2014/10/11,中国,华北,杨村,用品,佘丽,0%,1,天津,办公用品,消费者,US-2014-3275681,2014/10/7,标准级,￥218
32%,1,Tenex,"Tenex 文件车, 金属",￥398,2017/10/31,中国,中南,鄂州,收纳具,彭娜,0%,2,湖北,办公用品,消费者,CN-2017-3033487,2017/10/27,标准级,"￥1,243"
2%,1,Avery,"Avery 圆形标签, 可调",￥1,2017/10/31,中国,中南,鄂州,标签,彭娜,0%,3,湖北,办公用品,消费者,CN-2017-3033487,2017/10/27,标准级,￥71
35%,1,Rogers,"Rogers 盘, 蓝色",￥201,2017/6/24,中国,华北,石家庄,收纳具,孙谙,0%,2,河北,办公用品,公司,CN-2017-3807036,2017/6/22,一级,￥576
7%,1,Barricks,"Barricks 圆桌, 组装",￥352,2017/6/24,中国,华北,石家庄,桌子,孙谙,25%,3,河北,家具,公司,CN-2017-3807036,2017/6/22,一级,"￥5,281"
